audio_file,Reference_text,Predicted_text,CER,Average_CER
common_voice_mr_31894161.wav,भारतीय अमेरिकन युरोपीय व इतरत्रही प्रताधिकार कायदा सर्व प्रकारच्या बेकायदेशीर वापराला मनाई करतो, भारतिय अमेरिकन यूरोपिय वा इत्तर ही पताधीकार काईदा सर्वप्रकार चा बेकाईदेशी वापराला मनाई करतो।,0.2,0.2306825835359131
common_voice_mr_31894160.wav,हिच्या पित्याचे नाव भीष्मक असून आईचे नाव शुद्धमती होते, ही चाप पित्याचे नाव बिश्मक असुन आईचे नाव शुद्धमती होते।,0.19642857142857142,0.2306825835359131
common_voice_mr_31894133.wav,या दिवशी संध्याकाळी दुकानांमध्ये पूजा केली जाते, या दिवशी संध्या कड़ी दुखानान मधे पूजा केली जाते हो,0.23529411764705882,0.2306825835359131
common_voice_mr_31893799.wav,हिंदूंनी रावणाला खलनायक एक नकारात्मक एक प्रतिस्पर्धी विरोधी भूमिकेमध्ये प्रक्षेपित केले गेले, हिंदु ने राउनाला खलनायक एक नकारात्मक एक प्रतीश पदिक विडोधी भूमे के मदे प्रक्षेप्पित केले गेले।,0.24210526315789474,0.2306825835359131
common_voice_mr_31893461.wav,इंधनरहित वाहने सायकल दुचाकीचा वापर भारतात शतकाआघीपासून होत असावा, इंदन रहित वाहने साइकल दूचाकी चावापर भारता शतका आधी पासुन होता सावा।,0.22058823529411764,0.2306825835359131
common_voice_mr_31892821.wav,पोळी हा गव्हापासून तयार केलेला खाद्यपदार्थ आहे, पोईहा गवापा सुन्त्यार केलेला खाद्य पदार्ता है।,0.3404255319148936,0.2306825835359131
common_voice_mr_31892382.wav,म्हणून त्याने सूर्याच्या दिशेने झेप घेतली, मनुं त्याने सुर्याचा दिशेने जेप गेतली।,0.2926829268292683,0.2306825835359131
common_voice_mr_31892379.wav,परंतु श्रीकृष्णाने त्याला जीवन दिले, परन्तु श्रीकृष्णाने त्याला जिवन दिले।,0.13157894736842105,0.2306825835359131
common_voice_mr_31887358.wav,मुंबई दिल्ली जयपूर उदयपूर आणि औरंगाबाद ह्या शहरांमधे सध्या विमानांची येजा असते, मुंबई दिल्ली जैपूर उदैपुरान्य उरंगबादियाश रन्मदेज सद्यविमा नंची एजास्ते,0.3717948717948718,0.2306825835359131
common_voice_mr_31886223.wav,जिल्ह्यातील हवामान उष्ण व कोरडे आहे, जिल्याती लवामन उष्णव कोड़या है।,0.4,0.2306825835359131
common_voice_mr_31886216.wav,दीड महिन्यापूर्वी पवारच्या संपर्क कार्यालयात तडीपार गुंडाला आश्रय दिल्याचे उघड झाले, दीड महीना पुर्वी पवार चे संपर्क कार्यालया तडीपार गुंडाला आश्र दिल्लाचे उगड जाले।,0.1927710843373494,0.2306825835359131
common_voice_mr_31886177.wav,त्यामुळे अक्षांशानुसार या किरणांचे प्रमाण बदलत जाते, त्या मुझे अक्षांसा अनुसार या किराणांचे प्रमाण बदलत सते।,0.17857142857142858,0.2306825835359131
common_voice_mr_31886176.wav,जुन्या मल्याळी भाषेतील शब्दफोडीप्रमाणे केरा नारळाचे झाड व आलम परिसर असा केरळमचा अर्थ होतो, जुन्या मल्याली भाषेती शब्द खोड़ु प्रमाने केरा नारलाचे जाड़ो आलम परिसर असा केरलमचा अर्थ होतो।,0.16129032258064516,0.2306825835359131
common_voice_mr_31886175.wav,संपूर्ण अहमदाबादेत येथील नवरात्राच्या दिवसांत उत्सवाचे वातावरण असते, सम्पूर्ण अहंदावादेद ये थील नवरात्रच दिउसत उच्छवाच वातावरान श्वा,0.34328358208955223,0.2306825835359131
common_voice_mr_31883899.wav,आले हिरव्या मिरच्या लसूण कांदे यांचे वेगवेगळे वाटण करून घ्यावे," आले हिरिवे मिडचा, लसोन, कांदे यांचे वेकवेगे वाटन करवन गावे।",0.3225806451612903,0.2306825835359131
common_voice_mr_31883897.wav,मी थोड्या वेळाने पुन्हा आईला म्हटले आई तू लहानपणी एक गोष्ट सांगत असे," मी थोड़ा बेलाने पुना आहीला मंतले, आही तुलान पनी गोष्ट सांगत से।",0.36764705882352944,0.2306825835359131
common_voice_mr_31883886.wav,त्यावेळी निर्माण होणाऱ्या लाटांची मालिका होय, त्यावेलने निर्मान होनारे लाटांचे मालिका होई।,0.28888888888888886,0.2306825835359131
common_voice_mr_31883884.wav,त्यांचे पूर्ण नाव डेबूजी झिंगराजी जानोरकर होते, तैंच पुन्ना नाव डिभूची जिंगराजी जानोर करोते।,0.3695652173913043,0.2306825835359131
common_voice_mr_31883836.wav,झाडावर भारद्वाज बसलाय, जाडा वर भारतवाज बसला है।,0.36,0.2306825835359131
common_voice_mr_31883832.wav,आपेगाव हे औरंगाबाद जिल्ह्यातील पैठणजवळ गोदावरी नदीच्या काठावर वसलेले छोटे गाव आहे, आपे गाव है ओरांगावा जिल्याती पैठन जवाल गोदावरी नदी चा काठा वरवस लेले छोटे गावा है।,0.2891566265060241,0.2306825835359131
common_voice_mr_31883785.wav,निसर्ग नियमांच्या ते एकदम विरोधी होते, निस्सर्ग निया माचाते एक्तम् विरोधी हुते।,0.34146341463414637,0.2306825835359131
common_voice_mr_31879626.wav,स्फूर्तिदायी स्मरण विजय गणाचार्य कम्युनिस्ट कम्युनिस्ट पक्ष, स्पूर्तिराई स्मरन विजय गनाचार्य कम्युनिस्ट कम्युनिस्ट पक्ष,0.11864406779661017,0.2306825835359131
common_voice_mr_31879447.wav,त्याचा संबंध भूकंपाने होणाऱ्या नुकसानीशी निगडित असतो ऊर्जेशी नसतो, त्याचा सम्मंद भुकंपाने होनारा नुकसानी शी निगरित अस्तो उर्जेशी नस्तो,0.22058823529411764,0.2306825835359131
common_voice_mr_31879449.wav,ज्ञानी माणसालाही ती सुटत नाहीत, न्याने मांचाला ही ती सुटत नाहित।,0.2727272727272727,0.2306825835359131
common_voice_mr_31879324.wav,काँग्रेस अध्यक्ष सीताराम केसरी आणि पंतप्रधान गुजराल यांच्या दरम्यान या संदर्भात आठवडाभर पत्रव्यवहार झाला, कॉंग्रेस अद्दिक्षे सिताराम केसरी यानी पंत प्रदान गुजराली एंचा धर्मेन या संदर्बात आर्थाउडावर पत्रा वेवाल जाला,0.3394495412844037,0.2306825835359131
common_voice_mr_31878878.wav,गोव्यातील मराठीसाठी काम करण्याच्या उद्देशाने स्थापन झालेल्या काही संस्था आहेत, गोवेतिल मराठी सटी काम करने चा उद्देशाने स्तापन जालेले का ही संस्ता है।,0.3116883116883117,0.2306825835359131
common_voice_mr_31878877.wav,माझ्या माहितीनुसार भाजपमध्ये कोणतीही नाराजी नाही, माजा माईती नुसार भाजब मदे कोंती ही नाराजी नहीं।,0.3541666666666667,0.2306825835359131
common_voice_mr_31878674.wav,त्यामुळे भारतीय म्हणजे हिंदू ही संघाची व्यापक भूमिका आहे, त्या मुले भारतीय मन जे हिंदू ही संगाची व्यापक भुमिका है,0.17857142857142858,0.2306825835359131
common_voice_mr_31878669.wav,येथून मध्यपूर्वेत व युरोपात द्राक्षे व साखर निर्यात केली जाते, येतुन मद्यपूर्वत व यूरोपात द्राक्षेव साकर निर्यात केली जाते।,0.14754098360655737,0.2306825835359131
common_voice_mr_31878039.wav,शहरात ऐतिहासिक अशी अंबा व श्रीकृष्ण मंदिरे आहेत, शेहरात एतियासिक अशी अम्बाव श्री कृष्ण मंदिर्याहित।,0.2549019607843137,0.2306825835359131
common_voice_mr_31877934.wav,अकोला तेल्हारा मूर्तिजापूर बाळापूर अकोट या तालुक्यांत कापसाचे पीक जास्त होते," अकोला, तेलारा, मुर्तिजापूर, बालापूर अकोल याता लुक्यात कापसाची पिक जासते होते।",0.21794871794871795,0.2306825835359131
common_voice_mr_31877802.wav,अनेक धातु त्यांवर प्रकाश विद्युतचुंबकीय प्रारण पडला असता त्यांमधील विजाणूंना बाहेर टाकतात, अनेक धातु त्यावर प्रकाश विदुच्छुम्ब किय पारन पडलास्ता त्यामधिल विजानुन ना बाहे टक्तर।,0.3146067415730337,0.2306825835359131
common_voice_mr_31877745.wav,मर्यादा पुरुषोत्तम प्रभू श्रीराम वाल्मीकी रामायणात सांगितलेला प्रभू श्रीराम हा मर्यादा पुरुषोत्तम आहे, मर्यादा पुरुष्यत्तम प्रभु शीराम वाल्मिकी रामयनात सांगित लेला प्रभु शीराम हा मर्यादा पुरुष्यत्तमाही,0.1782178217821782,0.2306825835359131
common_voice_mr_31877235.wav,कृष्णाने जे योजले होते ते पार पडले, कृष्णा ने जे योजले होते ते पार पडले।,0.08108108108108109,0.2306825835359131
common_voice_mr_31842201.wav,तिसरे गर्भगृह वर् हांड्यापेक्षा खाली असल्यामुळे दोन तीन पायर् या उतरून खाली जावे लागते, तिसरे गर्भग्रूः वरांड्या पेक्षा खाली असल्या मोले दोन तीन पायरे उत्रून खाली जावे लगते।,0.22093023255813954,0.2306825835359131
common_voice_mr_31842167.wav,सातवाहनांनंतर कर्नाटकच्या स्थानिक राज्य कर्त्याचा उदय झाला, सात वाहना नंतर कर्नाटक चा स्थानिक राज्यकर्त्याचा उदाई जाला,0.1694915254237288,0.2306825835359131
common_voice_mr_31842164.wav,राधा विवाहित होती तिच्या पतीचे नाव अनय, राधा विवाहेत होती तीचा पतेचे नाव अन्य,0.18421052631578946,0.2306825835359131
common_voice_mr_31842163.wav,त्या वेळेस त्याचे वय सात वर्षाचे होते, त्या वेलेस त्याचे वेलेस सात वर्षाचे होते।,0.16666666666666666,0.2306825835359131
common_voice_mr_31842162.wav,अधिरथ नावाच्या हस्तिनापुरला सारथी म्हणून काम करणार् या सूताला रथचालकाला ती टोपली मिळाली, अधिरत नावाचा हस्तिनापुराला सार्थी मनुन काम करणार्य सुताला रथचालकाला ती टोपली मिलाली।,0.1724137931034483,0.2306825835359131
common_voice_mr_31842144.wav,शेवरीला काटेसावर पण म्हणतात, शेवरीला काटे सावर पण मन्तात।,0.20689655172413793,0.2306825835359131
common_voice_mr_31842130.wav,मनुष्याच्या हातूनच रावणाचा वध होईल अशी ब्रह्मदेवाची योजना होती वा त्यासाठीच विष्णूने रामावतार घेतला, मनुष्याच्या हातुन असरावणाचा वध होईल अशि ब्रह्मदेवाची योजना होती वा त्या साथेच विश्णूने रामावतार घेतला।,0.10679611650485436,0.2306825835359131
common_voice_mr_31842090.wav,तसेच शिमला मिरचीबद्दल माहिती द्यावी, तसेच शिमला मिर्ची बद्दल माहिती द्यावी,0.07894736842105263,0.2306825835359131
common_voice_mr_31842089.wav,विजापूरस्थित आदिलशाही सलतनतीने जवळपास संपूर्ण दख्खनच्या पठारावर आपले वर्चस्व प्रस्थापित केले होते, विजापूर स्थित आदिल शाही सलतनती ने जवलपा संपूर्ण दक्खन चा बठारा वर अपले वर्चस्व प्रस्थाफित केले होते।,0.1485148514851485,0.2306825835359131
common_voice_mr_31842091.wav,त्याच वेळी सेरेस व एरिस यांनाही बटुग्रहांचा दर्जा दिला गेला, त्याच वेली सेरेस वा इरीस यानना ही बटुगराहांचा दर्जा दिला गेला।,0.15873015873015872,0.2306825835359131
common_voice_mr_31842066.wav,दामाशेटींचा व्यवसाय कपडे शिवणे हा होता," दामा शेट्टीन चा व्याउसा है, कपड़े शिवने हा होता।",0.30612244897959184,0.2306825835359131
common_voice_mr_31842056.wav,या संस्थेद्वारा कोणत्या साहित्याचे ग्रंथाचे अनुवाद करण्याची गरज आहे हे तपासले जाते, या सवस्थे द्वारा कोणत्या साहित्याचे ग्रंथाचे अनुवात करनेची गरजा है हेता पासले जाते।,0.17857142857142858,0.2306825835359131
common_voice_mr_31841969.wav,छकुड म्हणजे द्रुतलयीतील उडत्या चालीची लावणी, चकुड मन्जे द्रूतल ये तिल उड्त्या चालीची लावनी,0.2608695652173913,0.2306825835359131
common_voice_mr_31841921.wav,महाराष्ट्रात धार्मिक दृष्टीने पवित्र समजली जाणारे अनेक गावे किंवा त्या गावांतील विशिष्ट स्थाने आहेत, महराश राधार्मेक दुरुष्टे ने पवित्र समझली जानारी अनेक गावे किवा त्या गावातिल विशिष्ट स्थाने आहेथ।,0.2222222222222222,0.2306825835359131
common_voice_mr_31841834.wav,वैशाख वद्य दशमी मुक्ताबाईंच्या स्मृतिप्रीत्यर्थ जळगाव जिल्ह्यातील एदलाबाद तालुक्याचे नाव बदलून मुक्ताईनगर केले आहे, वैशाख वद्य दश्मी मुक्ता बाईंचा स्मृति प्रत्यत्य जडगाव जिल्याती एदलाबाद तालुक्याचे नाव बदलों मुक्ताई नगर केले है।,0.16666666666666666,0.2306825835359131
common_voice_mr_31841813.wav,श्रीराम एकपत् नीव्रती व राजधर्माचे पालन करण्यात तत्पर आदर्श राजा होता, श्रीराम एकपत निवरती वराजधर्माचे पालन करने अत्तत पर अधर्श राजा होता।,0.2028985507246377,0.2306825835359131
common_voice_mr_31841781.wav,नर्सरी उत्पादनांमध्येही राज्य अग्रेसर आहे, नरसरी उद्यापनान मध्ये ही राज्य अग्रेस राहे,0.2558139534883721,0.2306825835359131
common_voice_mr_31841746.wav,कानाला भोके पाडण्याची पद्धतीही गोरक्षनाथांनी सुरू केली, कानाला भूके पाड़नेची पद्धत ही गोरक्षन आथाननी सुरू केली।,0.19642857142857142,0.2306825835359131
common_voice_mr_31841743.wav,त्यात मुलांसाठी इसापनीतीतील गोष्टी आहेत, त्यात मुलान साथी इसापनीतितिल गोश्टी आहेथ।,0.21428571428571427,0.2306825835359131
common_voice_mr_31841729.wav,ज्या क्षणी ते जमिनीवर टेकेल त्याची सारी शक्ती परत मजकडे येईल, ज्याक्षणिते जमीनी वर्टे केल त्याची सारी शक्ती परत मजगड़ी येल।,0.20967741935483872,0.2306825835359131
common_voice_mr_31841728.wav,त्या प्रहाराने हनुमान मूर्च्छित झाला, त्या प्रहाराने हनुमान मुर्चित जाला।,0.16666666666666666,0.2306825835359131
common_voice_mr_31800460.wav,शिवाजी विद्यापीठ महाराष्ट्राच्या कोल्हापूर शहरातील विद्यापीठ आहे, शिवाजी विद्यापित महाराश्य ज़या कोलापूर सहराती विद्यापित आहुर्च,0.3125,0.2306825835359131
common_voice_mr_31800303.wav,झाडांच्या बाबत पाईन जुनिपर फर सायप्रस वगैरे झाडे आढळतात," धाड़ाचे बाबत पाईन, जुनीपर, फर्स, साइप्त्रस, मगेरे, धाड़े, आधरत अहेगे",0.4492753623188406,0.2306825835359131
common_voice_mr_31796642.wav,गाडगेबाबांनी संत तुकारामांच्या नेमक्या अभंगांचा मुबलक वापरही वेळोवेळी केला, गाडगे बाबा नी संद तुकारामांचा नीमक्या अभंगांचा मुबलक वापर ही वेलो वेल केला।,0.17105263157894737,0.2306825835359131
common_voice_mr_31796615.wav,ह्यावर काय उपाय करावा, यावर काई उपाय करावा?,0.19047619047619047,0.2306825835359131
common_voice_mr_31796559.wav,वस्तुतः श्रीहरिकीर्तन खेड्यापाड्यात पोहोचले आहे, बस्तु तह श्रीहरी किरतन खेड़ा पाड़ात पहुचले आहे,0.3191489361702128,0.2306825835359131
common_voice_mr_31796499.wav,चंद्र आकारमानाप्रमाणे सूर्यमालेतील पाचवा मोठा नैसर्गिक उपग्रह आहे, चंद्र अकार माना प्रमाने सूर्य मानेतीन पाच्वा मूटा नैसर्गिक उपग्रहा है।,0.2112676056338028,0.2306825835359131
common_voice_mr_31796383.wav,सध्या पुर्णा ते अकोला रेल्वेमार्ग ब्रॉडगेज झाला आहे, सद्या पूर्णा ते अकोला रेल्वे मार्ग ब्रॉड गेज दहला है,0.16981132075471697,0.2306825835359131
common_voice_mr_31796301.wav,यज्ञातून उत्पन्न झाली म्हणून तिला याज्ञसेनी असे देखील म्हटले जाई, यद्न्यातु नुद्पन्ना जाली मनों तिला यद्न्य सीना असे देखिल मंटले जाई,0.40298507462686567,0.2306825835359131
common_voice_mr_31796268.wav,परंतु शेवटच्या चार कडव्यांमध्ये काही ठिकाणी मातृभूमीचे हिदूंची देवी दुर्गाच्या रूपात वर्णन केले आहे, परन्तु शेवडचा चार कडव्यां मदे काही ठिकानी मात्रुभूमीचे हिंदूची देवी दुर्गाचा रुपात वरण केले आहे।,0.2222222222222222,0.2306825835359131
common_voice_mr_31796267.wav,त्यांना जगदीशचंद्र बोस आणि प्रफुल्लचंद्र रॉय यांचे सतत मार्गदर्शन आणि उत्तेजन मिळाले, त्यानना जगदीश चंद्र बोस आणि प्रफूल चंद्र रोय यांचे सतत मार्गदर्शन आणि उत्ते जन मियाले,0.10465116279069768,0.2306825835359131
common_voice_mr_31796226.wav,ती यात्रा डिसेंबर महिन्यात सुरू होते, ती यात्रा डिसेंबर महिना चुरू होते।,0.16666666666666666,0.2306825835359131
common_voice_mr_31796224.wav,एम जी रामचंद्रन यांनी दुसर् यांदा राज्याच्या मुख्यमंत्रिपदाची सूत्रे हाती घेतली, M.G.Ramachandra यानी दूसर यंदा राज्याच्या मुख्यमद्री पदाची सूत्रे हाती घितली,0.31645569620253167,0.2306825835359131
common_voice_mr_31796181.wav,काँग्रेसच्या त्रिपुरा अधिवेशनात नेताजी सुभाषचंद्र बोस यांना बहुमताने अध्यक्ष निर्वाचित केले गेले होते, कॉंग्रेश्य त्रिपूरा अधिवेशनात नेताजे शुबाशंद्र बोस याना बहुमताने अध्यक्षन निर्वाचित केले गेले होते।,0.1485148514851485,0.2306825835359131
common_voice_mr_31796180.wav,राजकन्या म्हणून जन्माला आली, राज कर्ण्या मुहणून जन्माला आली,0.1935483870967742,0.2306825835359131
common_voice_mr_31796179.wav,निसर्ग आपला सखा आहे, निसर्ग आपला सक्हा है।,0.3181818181818182,0.2306825835359131
common_voice_mr_31677936.wav,कारण त्या गावाशी शाळेशी माझे नाते होते, कारण त्या गावाशी शालेशी माझे नाते होते,0.05128205128205128,0.2306825835359131
common_voice_mr_31677790.wav,पुढे या शत्रुघ्नाचा काही कारणाने कुटुंबाने त्याग केला होता, पुढ़े या शत्रुगनाचा काही कारण नेकुटुम्बाने त्याग केला होता,0.13559322033898305,0.2306825835359131
common_voice_mr_31677779.wav,अपोलो झेउस व्हिनस तीतीका अश्या काही देवता होत्या," अपोलो, जेउस, वीनस, तितिका अशाकाही देवता होत्या।",0.2916666666666667,0.2306825835359131
common_voice_mr_31677254.wav,या जिल्ह्यातील वरूड आणि मोर्शी हे तालुके संत्र्यांसाठी प्रसिद्ध आहेत, या जिल्यातिल वरूड आणी मोर्शी ये तालुके संत्र्यां चाटी प्रसिद्धा हैट।,0.2028985507246377,0.2306825835359131
common_voice_mr_31677247.wav,अनेक जण आजीवन प्रचारक देखील असतात, अनेक जण अजीवन प्रचारक देखिल अस्तात।,0.1388888888888889,0.2306825835359131
common_voice_mr_31676900.wav,त्यांची साजरा करण्याची तारीख भारतीय पंचांगाला अनुसरून असते, त्यांची साजरा करनेची तारेग भारतिय पंचांगला अनुसरुन असते,0.1724137931034483,0.2306825835359131
common_voice_mr_31676555.wav,पहिल्याच षटकात इरफान पठाणने हॅटट्रिक घेउन सनसनाटी फैलावली, पहल्या चटकात इरफान पठान ने हैट्रिक गियों संचनाटी पहलावली,0.2982456140350877,0.2306825835359131
common_voice_mr_31676452.wav,कर्ण जसा धनुर्विद्येतील प्रावीण्यासाठी वणवण भटकला तसा एकलव्यही भटकला असावा," करणाज साधनुर्विद्यतिल प्राविड्न्या चाटी वनवण भटकला, तसा एकलव्य ही भटकला सावा।",0.24358974358974358,0.2306825835359131
common_voice_mr_31676449.wav,इतरांनी घातलेला भात ती खात नसे, इत्तरामने घटलेला भादते खात नसे,0.3225806451612903,0.2306825835359131
common_voice_mr_31675287.wav,तिथे त्यास सुग्रीव हनुमंत आदि कपिवीर भेटतात," तिथे त्या सुग्रीव, हनुमंत आधी कपीवर भेटतात।",0.18181818181818182,0.2306825835359131
common_voice_mr_31675286.wav,त्यांतील एन एन सी हा मूळचा गट आहे, यातिल NNC हा मोलचा गट आहे,0.42424242424242425,0.2306825835359131
common_voice_mr_31674017.wav,मात्र श्रीमती इंदिरा गांधींनी ही दोन्ही पदे एकाच व्यक्तीने भूषावयाची प्रथा सुरू केली, मात्र श्रीमती इंधिरा गांधीनी ये दोनी पदे एकाज व्यक्तिने भूशावयाची प्रथा सुरू केली।,0.13095238095238096,0.2306825835359131
common_voice_mr_31673199.wav,अर्थकारण दक्षिण आल्बर्टामधील कॅल्गारी हे सर्वात मोठे आर्थिक केंद्र आहे, अर्थकारण डक्षिन आलबर्टा मदेल क्यालगारीय सर्वातमोठा अर्थिक केंद्रा है।,0.3,0.2306825835359131
common_voice_mr_31675284.wav,मार्गशीर्ष शुक्ल एकादशी मोक्षदा एकादशी हा दिवस गीता जयंती म्हणून साजरा होतो, मार्गशिर्षक्षुकलेकादशी मोक्षदाएकादशी हा दिवस गीताजायंदी मनच आजरा होतो।,0.26666666666666666,0.2306825835359131
common_voice_mr_31673196.wav,चंद्रयान हे भारतीय अंतराळ संशोधन संस्थेच्या या चंद्रावरील मोहिमेचे नाव आहे, चंद्र यान है भारतीय अंतराल सोचलन सौस्थेचा या चंद्रावरील मोहिमेचे नावा है।,0.20270270270270271,0.2306825835359131
common_voice_mr_31672836.wav,थोडक्यात वर्णन मालिकेच्या पहिल्या दोन खेळपट्ट्या फलंदाजीला अनुकूल होत्या तर कराचीची खेळपट्टी प्रतिकूल, थोड़क्यात वरणन मालिकेचा पहल्या दोन खेलपट्या फलंदाजेला अनुकूल होते हातर कराराची खेलपट्ये प्रतिकोल।,0.2079207920792079,0.2306825835359131
common_voice_mr_31672655.wav,केरळच्या गुरुवायुर मंदिरात दलितांना प्रवेश देण्यासाठी त्यांनी आवाहन केले, केरल चा गुरुवायूर मंदिराद दलितान प्रवेश देडे सा ठीत्यां नियावाहान केले।,0.2916666666666667,0.2306825835359131
common_voice_mr_31673024.wav,इराकची स्थिती खालावण्याची कारणे, इरागची सिति खलावनेचे करने,0.41935483870967744,0.2306825835359131
common_voice_mr_31672517.wav,हे चारही मार्ग एकमेकांशी संलग्न असून त्यांचा वापर एकाच वेळी करावा लागतो, ते चारही मार्क एकमेकांचे सल्लग ना असून त्यांचा वापर एकाच वेली करावा लागतो।,0.14666666666666667,0.2306825835359131
common_voice_mr_31671592.wav,बिहूच्या सहाव्या दिवशी तरुणी हाता पायांवर मेंदी काढुन घेतात, बिहुच्या सहव्या दिवशी तरूनी हाता पायावर मेंजी कड़ुन गेतार।,0.2033898305084746,0.2306825835359131
common_voice_mr_31673040.wav,तथापि हा ग्रंथ निवृत्तिनाथांचाच आहे असे अद्याप सिद्ध झालेले नाही, तथा पिहा ग्रंथ निवरुत्त नाथांचाच आहे असे अध्याप सिद्ध जालेले नाही।,0.13432835820895522,0.2306825835359131
common_voice_mr_31671591.wav,चण्याची डाळ भिजवून शिजवल्यावर हा पदार्थ तयार होतो, चण्याची डाल भिजवुन शिजवल्यावन हा पदार्थ तयाद होतो।,0.11764705882352941,0.2306825835359131
common_voice_mr_31671589.wav,अध्यापनशास्त्रीय दृष्टिकोनातून हा महत्त्वाचा बदल आहे, अध्यापन शास्त्रिय दुरुष्टि कोणातुन यह एक महत्वाचा बदल है।,0.3103448275862069,0.2306825835359131
common_voice_mr_31651779.wav,त्याचे नाव त्याच्या आजोबांवरून ठेवण्यात आले होते, त्याचे नाव त्याचा अजवान वरुन ठेवन्यात आली होते है।,0.29411764705882354,0.2306825835359131
common_voice_mr_31651423.wav,चंद्रावरील खडक चंद्रावर मुख्यत्वे दोन प्रकारचे खडक आढळतात, चंद्रावरील खड़क चंद्रावर मुख्यत वे दोन प्रकर से खड़क आडवतार।,0.18032786885245902,0.2306825835359131
common_voice_mr_31651393.wav,आमचा राजू गेल्या वर्षी ग्रँँज्युएट झांलाय पण नोकरी मिळत नाहीये, अम्चा राजू गेला वर्षी ग्राजवेट जाला है पण नोकरी मियोत नहीं है।,0.38095238095238093,0.2306825835359131
